Film,Rotten Tomatoes  critics,Metacritic  critics,Average critics ,Rotten Tomatoes Audience ,Metacritic Audience ,Rotten Tomatoes vs Metacritic  deviance,Average audience ,Audience vs Critics deviance ,Primary Genre,Genres,Script Type,Opening weekend ($million),Opening Weekend,Domestic gross ($million),Domestic Gross,Foreign Gross ($million),Foreign Gross,Worldwide Gross,Worldwide Gross ($million), of Gross earned abroad,Budget ($million), Budget recovered, Budget recovered opening weekend,Year,Oscar Winners,Oscar Detail,Link
The Girl in the Spider's Web,41,43,42,42,51,-9,46.5,-5,Crime,"Crime, Thriller",sequel,7.8,"7,810,112",14.8,"14,841,338",19.3,"19,260,853","34,102,191",341,56.48%,43,79%,18.16%,2018,,,https://www.amazon.com/Girl-Spiders-Web-Claire-Foy/dp/B07KCM6RRT/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546974162&sr=1-1&keywords=The+Girl+in+the+Spider27s+Web
Rock of Ages,41,47,44,55,59,-4,57,-13,comedy,"comedy, musical",adaptation,14.0,"14,437,269",39.0,"38,518,613",20.9,"20,900,000","59,418,613",59,35.17%,75,79,18.67%,2012,,,http://www.amazon.com/gp/product/B009NPKTN6/?tag=titb-20
Mortdecai,12,27,19.5,30,32,-2,31,-11.5,action,"action, comedy",adaptation,4.2,"4,200,586",7.7,"7,696,134",39.6,"39,579,561","47,275,695",47,83.72%,60,79%,7.00%,2015,,,http://www.amazon.com/gp/product/B00SNQWXZS/?tag=titb-20
Ek Ladki Ko Dekha Toh Aisa Laga,67,51,59,67,62,5,65,-6,Drama,"Drama, Comedy, Romance",adaptation,0.6,"606,775",1.2,"1,182,636",2.1,"2,124,929","3,307,565",3,64.24%,4,79%,14.45%,2019,,,-
Marshall,83,66,75,88,60,28,74,1,drama,drama,based on a true story,3.0,"3,000,805",9.4,"9,403,543",0.0,0,"9,403,543",9,0.00%,12,78%,25.01%,2017,,,https://www.amazon.co.uk/Marshall-Chadwick-Boseman/dp/B07791XVBS/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546980979&sr=1-1&keywords=Marshall
Snowden,63,58,60.5,73,71,2,72,-11.5,Drama,Drama,adaptation,8.0,"8,000,058",21.6,"21,567,387",9.8,"9,759,150","31,326,537",31,31.15%,40,78%,20.00%,2016,,,https://www.amazon.com/Snowden-Joseph-Gordon-Levitt/dp/B01LZKKXS1/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1481218633&sr=1-1&keywords=Snowden
Speed Racer,38,37,37.5,61,76,-15,68.5,-31,action,"action, family, sport",adaptation,18.6,"18,600,000",44.0,"43,950,000",50.0,"50,000,000","93,950,000",94,53.22%,120,78%,15.50%,2008,,,http://www.amazon.com/gp/product/B0091X74II/?tag=titb-20
Mandela: Long Walk to Freedom,58,60,59.0,69,59,10,64,-5,Biography,"Biography, Drama, History",based on a true story,0.1,"84,283",8.3,"8,323,085",19.0,"19,010,750","27,333,835",27,69.55%,35,78%,0.24%,2013,,,http://www.amazon.com/gp/product/B00IF5P8TA/?tag=titb-20
Everybody's Fine ,46,47,46.5,55,73,-18,64,-17.5,adventure,adventure ,remake / reboot,3.9,"3,900,000",9.2,"9,200,000",7.2,"7,200,000","16,400,000",16,43.90%,21,78%,18.57%,2009,,,http://www.amazon.com/gp/product/B009RI42I2/?tag=titb-20
Conviction,68,61,64.5,71,70,1,70.5,-6,biography,biography,original screenplay,1.6,"1,620,000",6.8,"6,790,000",2.9,"2,920,000","9,710,000",10,30.07%,13,78%,12.96%,2010,,,http://www.amazon.com/gp/product/B004LQLKOY/?tag=titb-20
Pan,26,36,31.0,50,50,0,50,-19,fantasy,fantasy,adaptation,15.3,"15,315,435",32.4,"32,371,350",81.6,"81,600,000","113,971,350",114,71.60%,150,76%,10.21%,2015,,,http://www.amazon.com/gp/product/B018JQTSPE/?tag=titb-20
Warrior,83,71,77,93,84,9,88.5,-11.5,drama,sport,original screenplay,5.2,"5,240,000",13.7,"13,660,000",9.4,"9,400,000","18,900,014",19,49.74%,25,76%,20.96%,2011,,,http://www.amazon.com/gp/product/B006O5YHUY/?tag=titb-20
Machete Kills,29,41,35.0,35,60,-25,47.5,-12.5,Action,"Action, Thriller, Crime",sequel,3.8,"3,837,183",8.0,"8,008,161",7.0,"7,000,000","15,008,161",15,46.64%,20,75%,19.19%,2013,,,http://www.amazon.com/gp/product/B00H8C4R3O/?tag=titb-20
Hotel Artemis,59,58,59,33,58,-25,45.5,13,thriller,"Thriller, Suspense",original screenplay,3.2,"3,232,790",6.7,"6,708,137",4.5,"4,516,678","11,224,815",112,40.24%,15,75%,21.55%,2018,,,https://www.amazon.com/Hotel-Artemis-Jodie-Foster/dp/B07J1FZ4TZ/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546975013&sr=1-1&keywords=Hotel+Artemis
The Hero,77,61,69,60,69,-9,64.5,5,comedy,"comedy, drama",original screenplay,0.0,"45,317",4.1,"4,077,333",0.0,0,"4,077,333",4,0.00%,6,74%,0.82%,2017,,,https://www.amazon.co.uk/Hero-Sam-Elliott/dp/B078T69CBS/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546981593&sr=1-1&keywords=The+Hero
Cadillac Records,67,65,66,64,71,-7,67.5,-1.5,biography,"biography, history",based on a true story,3.4,"3,400,000",8.2,"8,200,000",0.7,"680,000","8,880,000",9,7.66%,12,74%,28.33%,2008,,,http://www.amazon.com/gp/product/B001RONJYC/?tag=titb-20
The Sun is Also a Star,51,52,52,64,59,5,62,-10,Drama,Drama,adaptation,2.5,"2,511,530",5.0,"4,950,029",1.7,"1,700,000","6,650,029",7,25.56%,9,74%,27.91%,2019,,,https://www.amazon.co.uk/Sun-Also-Star-Ry-Russo-Young/dp/B0823P4Q71/ref=sr_1_1?keywords=The+Sun+is+Also+a+Star&qid=1577974479&s=instant-video&sr=1-1
Robin Hood,16,32,24,45,35,10,40,-16,Action,"Action, Adventure",adaptation,9.2,"9,195,670",30.8,"30,798,508",42.7,"42,740,595","73,539,103",735,58.12%,100,74%,9.20%,2018,,,-
Priest,17,41,29.0,37,50,-13,43.5,-14.5,action,"action, fantasy, horror",adaptation,15.0,"14,950,000",29.1,"29,140,000",49.2,"49,170,000","44,090,029",44,111.52%,60,73%,24.92%,2011,,,http://www.amazon.com/gp/product/B005BG2FII/?tag=titb-20
Operation Finale,60,58,59,66,69,-3,67.5,-9,thriller,Thriller,based on a true story,6.0,"6,022,758",17.6,"17,612,099",0.0,0,"17,612,099",176,0.00%,24,73%,25.09%,2018,,,https://www.amazon.com/Operation-Finale-Oscar-Isaac/dp/B07GVR91M9/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546975432&sr=1-1&keywords=Operation+Finale
Norman: The Moderate Rise and Tragic Fall of a New York Fixer,88,75,82,56,63,-7,59.5,22,drama,"drama, thriller",original screenplay,0.1,"99,211",3.8,"3,814,868",0.0,0,"3,814,868",4,0.00%,5,73%,1.91%,2017,,,https://www.amazon.co.uk/Norman-Moderate-Rise-Tragic-Fixer/dp/B0762FNY2F/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546981181&sr=1-1&keywords=Norman3A+The+Moderate+Rise+and+Tragic+Fall+of+a+New+York+Fixer
"Pirate Radio (The Boat that Rocked, UK)",60,58,59,72,63,9,67.5,-8.5,comedy,"comedy, music ",original screenplay,2.9,"2,900,000",8.0,"8,010,000",28.3,"28,330,000","36,340,000",36,77.96%,50,73%,5.80%,2009,,,http://www.amazon.com/gp/product/B0037VKDQ0/?tag=titb-20
The Thing,36,49,42.5,52,63,-11,57.5,-15,horror,"horror, mystery, sci-fi",adaptation,8.5,"8,490,000",16.9,"16,930,000",10.5,"10,500,000","27,573,078",28,38.08%,38,73%,22.34%,2011,,,http://www.amazon.com/gp/product/B0070Z4M4I/?tag=titb-20
UglyDolls,28,39,34,56,45,11,51,-17,Adventure,Adventure,original screenplay,8.6,"8,603,407",20.2,"20,150,241",12.3,"12,300,000","32,450,241",32,37.90%,45,72%,19.12%,2019,,,https://www.amazon.co.uk/Uglydolls-Kelly-Clarkson/dp/B07X34W9X8/ref=sr_1_1?crid=1ZQEG7LLXCS3Y&keywords=uglydolls&qid=1577974539&s=instant-video&sprefix=UglyDolls2Cinstant-video2C151&sr=1-1
The Brothers Grimsby,37,44,40.5,42,63,-21,52.5,-12.0,Comedy,Comedy,original screenplay,3.3,"3,258,327",6.9,"6,864,016",18.3,"18,308,092","25,172,108",25,72.73%,35,72%,9.31%,2016,,,https://www.amazon.com/Brothers-Grimsby-Sacha-Baron-Cohen/dp/B01CPZMJ10/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1481218035&sr=1-1&keywords=The+Brothers+Grimsby
Cedar Rapids,86,70,78,61,70,-9,65.5,12.5,comedy,comedy,original screenplay,0.3,"300,000",6.9,"6,860,000",0.0,"1,001,029","7,160,007",7,13.98%,10,72%,3.00%,2011,,,http://www.amazon.com/gp/product/B00574SQ6E/?tag=titb-20
Dredd,78,59,68.5,72,82,-10,77,-8.5,action,"action, crime, sci-fi",adaptation,6.0,"6,278,491",13.0,"13,414,714",22.2,"22,211,811","35,626,525",36,62.35%,50,71,12.00%,2012,,,http://www.amazon.com/gp/product/B00AYB1RGG/?tag=titb-20
Leatherheads,52,56,54,41,57,-16,49,5,comedy,"comedy, romance, sport",original screenplay,12.7,"12,700,000",31.4,"31,370,000",9.9,"9,930,000","41,300,000",41,24.04%,58,71%,21.90%,2008,,,http://www.amazon.com/gp/product/B001IZL4A6/?tag=titb-20
Whiskey Tango Foxtrot,68,57,62.5,55,65,-10,60,2.5,Comedy,Comedy,based on a true story,7.5,"7,450,275",23.1,"23,083,334",1.8,"1,832,635","24,915,969",25,7.36%,35,71%,21.29%,2016,,,https://www.amazon.com/Whiskey-Tango-Foxtrot-Tina-Fey/dp/B01CH2GV56/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1481218641&sr=1-1&keywords=Whiskey+Tango+Foxtrot
Assassin's Creed,17,36,26.5,60,69,-9,64.5,-38.0,Action,Action,adaptation,10.3,"10,278,225",43.9,"43,883,438",44.9,"44,896,328","88,779,766",89,50.57%,125,71%,8.22%,2016,,,
Aloha,19,40,29.5,31,44,-13,37.5,-8,comedy,"comedy, drama",original screenplay,9.7,"9,670,235",21.1,"21,067,116",5.2,"5,182,904","26,250,020",26,19.74%,37,71%,26.14%,2015,,,http://www.amazon.com/gp/product/B00ZAQNRCM/?tag=titb-20
21 Bridges,50,51,51,91,62,29,77,-26,thriller,Thriller,original screenplay,9.3,"9,261,268",20.7,"20,676,747",2.7,"2,730,000","23,406,747",23,11.66%,33,71%,28.06%,2019,,,https://www.amazon.co.uk/21-Bridges-Chadwick-Boseman/dp/B0815XQL3L/ref=sr_1_2?keywords=21+Bridges&qid=1577972909&s=instant-video&sr=1-2
Away We Go ,67,58,62.5,74,67,7,70.5,-8,comedy,"comedy, romance",original screenplay,0.1,"130,000",9.5,"9,450,000",5.4,"5,440,000","14,890,000",15,36.53%,21,71%,0.62%,2009,,,http://www.amazon.com/gp/product/B002L2Q1SA/?tag=titb-20
Keeping Up with the Joneses,19,34,26.5,46,51,-5,48.5,-22.0,Comedy,Comedy,original screenplay,5.5,"5,461,475",14.3,"14,319,483",13.9,"13,912,424","28,231,907",28,49.28%,40,71%,13.65%,2016,,,https://www.amazon.com/Keeping-Up-Joneses-Zach-Galifianakis/dp/B01M9982IY/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1481218345&sr=1-1&keywords=Keeping+Up+with+the+Joneses
Out of the Furnace,53,63,58.0,52,73,-21,62.5,-4.5,Drama,"Drama, Thriller, Crime",original screenplay,5.2,"5,220,288",11.3,"11,330,849",4.1,"4,104,000","15,434,849",15,26.59%,22,70%,23.73%,2013,,,http://www.amazon.com/gp/product/B00IXE6568/?tag=titb-20
Everything Must Go,74,65,69.5,53,65,-12,59,10.5,comedy,comedy,adaptation,0.8,"790,000",2.7,"2,710,000",0.1,"100,000","3,500,003",4,2.86%,5,70%,15.80%,2011,,,http://www.amazon.com/gp/product/B008Y7I2AQ/?tag=titb-20
Mortal Engines,27,44,36,59,65,-6,62,-27,Action,"Action, Adventure",adaptation,7.6,"7,559,850",15.5,"15,547,230",53.7,"53,700,000","69,247,230",692,77.55%,100,69%,7.56%,2018,,,https://www.amazon.com/Mortal-Engines-Hugo-Weaving/dp/B07L8JW6V1/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546975483&sr=1-1&keywords=Mortal+Engines
Red Dawn ,12,31,21.5,52,45,7,48.5,-27,action,"action, thriller, war",remake / reboot,14.3,"14,276,668",44.8,"44,806,783",4.0,"4,000,000","44,806,787",45,8.93%,65,69%,21.96%,2012,,,http://www.amazon.com/gp/product/B00BP4XHZU/?tag=titb-20
Land of the Lost ,26,32,29,38,49,-11,43.5,-14.5,adventure,"adventure, comedy, sci-fi",adaptation,18.8,"18,800,000",49.4,"49,430,000",19.3,"19,340,000","68,770,000",69,28.12%,100,69%,18.80%,2009,,,http://www.amazon.com/gp/product/B002WGHM4M/?tag=titb-20
Shoot 'Em Up,67,49,58,65,78,-13,71.5,-13.5,action,action,original screenplay,5.7,"5,716,554",12.8,"12,807,139",13.9,"13,911,411","26,718,550",27,52.07%,39,69%,14.66%,2007,,,-
Sucker Punch,23,33,28.0,48,61,-13,54.5,-26.5,action,"action, fantasy, thriller",original screenplay,19.1,"19,060,000",36.4,"36,390,000",53.4,"53,400,000","55,450,036",55,96.30%,82,68%,23.24%,2011,,,http://www.amazon.com/gp/product/B0051OZ564/?tag=titb-20
Nine ,37,49,43,40,41,-1,40.5,2.5,musical,"musical, romance",adaptation,5.5,"5,450,000",19.7,"19,670,000",34.3,"34,320,000","53,990,000",54,63.57%,80,67%,6.81%,2009,,,http://www.amazon.com/gp/product/B003ESVNI8/?tag=titb-20
Doomsday,48,51,49.5,47,50,-3,48.5,1,action,"action, sci-fi ",original screenplay,4.9,"4,900,000",11.0,"11,010,000",11.2,"11,200,000","22,210,000",22,50.43%,33,67%,14.85%,2008,,,http://www.amazon.com/gp/product/B000W453HO/?tag=titb-20
The Adventures of Tintin,74,68,71.0,78,77,1,77.5,-6.5,animation,"animation, action, adventure",adaptation,9.7,"9,720,000",77.6,"77,591,000",296.4,"296,402,000","87,311,078",87,339.48%,130,67%,7.48%,2011,,,http://www.amazon.com/gp/product/B007MJSQSK/?tag=titb-20
Wonder Park,31,46,39,36,48,-12,42,-4,Adventure,"Adventure, Fantasy, Comedy, Family",original screenplay,15.9,"15,853,646",42.1,"42,096,042",18.0,"18,000,000","60,096,042",60,29.95%,90,67%,17.62%,2019,,,https://www.amazon.co.uk/Wonder-Park-No-Director/dp/B07QBQWFTK/ref=sr_1_1?crid=19MJLWJTZCCHH&keywords=wonder+park&qid=1557072831&s=instant-video&sprefix=Wonder+Park2Cinstant-video2C148&sr=1-1
Mile 22,20,39,30,47,53,-6,50,-21,Action,Action,original screenplay,13.7,"13,710,825",26.1,"26,083,893",7.2,"7,224,759","33,308,652",333,21.69%,50,67%,27.42%,2018,,,https://www.amazon.com/Mile-22-Mark-Wahlberg/dp/B07GDVFCFC/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546975526&sr=1-1&keywords=Mile+22
A Cure for Wellness,41,47,44,41,70,-29,55.5,-12,horror,horror,original screenplay,4.4,"4,356,941",8.1,"8,106,986",18.5,"18,452,571","26,559,557",27,69.48%,40,66%,10.89%,2017,,,https://www.amazon.co.uk/Cure-Wellness-Dane-DeHaan/dp/B01MV04KMG/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546978969&sr=1-1&keywords=A+Cure+for+Wellness
Hostiles,71,65,68,72,71,1,71.5,-4,Drama,Drama,original screenplay,10.1,"10,110,739",29.8,"29,819,114",0.0,0,"29,819,114",298,0,45,66%,22.47%,2018,,,https://www.amazon.com/Hostiles-Christian-Bale/dp/B07B37BCPL/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546975004&sr=1-2&keywords=Hostiles
Dog Days,59,47,53,85,62,23,73.5,-21,Romance,"Romance, Comedy",original screenplay,2.6,"2,554,766",6.6,"6,611,475",0.0,0,"6,611,475",66,0,10,66%,25.55%,2018,,,https://www.amazon.com/Dog-Days-Ken-Marino/dp/B07GFRT4J6/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546970449&sr=1-1&keywords=Dog+Days
The Love Guru,14,24,19,38,39,-1,38.5,-19.5,comedy,"comedy, romance, sport",original screenplay,13.9,"13,910,000",32.2,"32,240,000",8.6,"8,630,000","40,870,000",41,21.12%,62,66%,22.44%,2008,,,http://www.amazon.com/gp/product/B001IDP08U/?tag=titb-20
Across the Universe,54,56,55,82,73,9,77.5,-22.5,musical,musical,original screenplay,3.8,"3,824,988",24.3,"24,343,673",5.0,"5,023,470","29,367,143",29,17.11%,45,65%,8.50%,2007,,,http://www.amazon.co.uk/Across-Universe-Sturgess-Evan-Rachel/dp/B00I3R3PNQ/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1457385603&sr=1-1&keywords=Across+the+Universe
The Finest Hours,63,58,60.5,66,66,0,66,-5.5,thriller,thriller,based on a true story,10.3,"10,288,932",27.6,"27,569,558",24.5,"24,529,532","52,099,090",52,47.08%,80,65%,12.86%,2016,,,https://www.amazon.com/Finest-Hours-Theatrical-Chris-Pine/dp/B01B6YRA2O/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1481218809&sr=1-1&keywords=The+Finest+Hours
Queen & Slim,83,75,79,93,57,36,75,4,Drama,Drama,original screenplay,11.9,"11,890,490",19.5,"19,490,160",0.0,0,"19,490,160",19,0.00%,30,65%,39.63%,2019,,,-
The Queen of Katwe,92,73,82.5,88,66,22,77,5.5,Drama,Drama,based on a true story,3.0,"3,049,363",8.6,"8,610,752",1.0,"992,493","9,603,245",10,10.33%,15,64%,20.33%,2016,,,https://www.amazon.com/Queen-Katwe-Theatrical-Version-Oyelowo/dp/B01M1R7HWO/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1481218115&sr=1-1&keywords=The+Queen+of+Katwe
The Soloist ,56,61,58.5,59,69,-10,64,-5.5,biography,"biography, music",based on a true story,9.7,"9,700,000",31.7,"31,700,000",6.6,"6,610,000","38,310,000",38,17.25%,60,64%,16.17%,2009,,,http://www.amazon.com/gp/product/B002JQIRTO/?tag=titb-20
Mr. Turner,98,94,96.0,58,68,-10,63,33,drama,"drama, biography, history",based on a true story,0.1,"109,000",4.0,"3,958,500",1.4,"1,447,000","5,405,500",5,26.77%,9,64%,1.28%,2014,,,http://www.amazon.com/gp/product/B00VY0DTIA/?tag=titb-20
Happy Feet 2,41,50,45.5,59,56,3,57.5,-12,animation,"animation, comedy, family",sequel,21.2,"21,240,000",64.0,"64,010,000",86.4,"86,400,000","85,250,064",85,101.35%,135,63%,15.73%,2011,,,http://www.amazon.com/gp/product/B007JRUCGO/?tag=titb-20
Never Let Me Go,70,69,69.5,70,74,-4,72,-2.5,romance,"romance, sci-fi",adaptation,0.1,"110,000",2.4,"2,430,000",7.0,"7,020,000","9,450,000",9,74.29%,15,63%,0.73%,2010,,,http://www.amazon.com/gp/product/B004LQI0HE/?tag=titb-20
Your Highness,26,31,28.5,36,49,-13,42.5,-14,adventure,"adventure, comedy, fantasy",original screenplay,9.4,"9,360,000",21.6,"21,600,000",3.3,"3,260,000","30,960,022",31,10.53%,50,62%,18.76%,2011,,,http://www.amazon.com/gp/product/B005BZQTGS/?tag=titb-20
Big Miracle,74,61,67.5,64,59,5,61.5,6,romance,romance,adaptation,7.8,"7,760,205",20.2,"20,157,300",4.6,"4,561,915","24,719,215",25,18.45%,40,62%,19.40%,2012,,,http://www.amazon.com/gp/product/B008A1NSTG/?tag=titb-20
Astro Boy ,49,53,51,53,62,-9,57.5,-6.5,animation,"animation, action, family",adaptation,6.7,"6,700,000",19.6,"19,550,000",20.3,"20,340,000","39,890,000",40,50.99%,65,61%,10.31%,2009,,,http://www.amazon.com/gp/product/B0035GX0BM/?tag=titb-20
Tusk,39,55,47.0,38,60,-22,49,-2,horror,horror,adaptation,0.8,"846,831",1.8,"1,826,705",0.1,"100,000","1,826,705",2,5.47%,3,61%,28.23%,2014,,,http://www.amazon.com/gp/product/B00N8MCC4Y/?tag=titb-20
Bandslam ,79,66,72.5,60,69,-9,64.5,8,comedy,"comedy, family, music",original screenplay,2.2,"2,200,000",5.2,"5,200,000",7.0,"7,010,000","12,100,000",12,57.93%,20,61%,11.00%,2009,,,http://www.amazon.com/gp/product/B0035GNSQ4/?tag=titb-20
R.I.P.D.,13,25,19.0,39,47,-8,43,-24,Action,"Action, Fantasy, Comedy, Crime",adaptation,12.7,"12,691,415",33.6,"33,618,855",44.7,"44,705,365","78,324,220",78,57.08%,130,60%,9.76%,2013,,,http://www.amazon.com/gp/product/B00FPH51LQ/?tag=titb-20
The Conspirator,56,55,55.5,65,68,-3,66.5,-11,crime,"crime, history",original screenplay,3.5,"3,510,000",11.5,"11,540,000",3.9,"3,940,000","15,050,012",15,26.18%,25,60%,14.04%,2011,,,http://www.amazon.com/gp/product/B005HGKW00/?tag=titb-20
The Beach Bum,52,56,54,32,61,-29,47,8,Comedy,Comedy,original screenplay,1.8,"1,763,070",3.0,"3,005,408",0.0,0,"3,005,408",3,0.00%,5,60%,35.26%,2019,,,https://www.amazon.co.uk/Beach-Bum-Matthew-McConaughey/dp/B07Z5DFTR1/ref=sr_1_1?keywords=The+Beach+Bum&qid=1577974354&s=instant-video&sr=1-1
Ratchet & Clank,18,29,23.5,45,65,-20,55,-31.5,Adventure,Adventure,adaptation,4.9,"4,869,278",8.8,"8,813,410",3.0,"3,000,000","11,813,410",12,25.39%,20,59%,24.35%,2016,,,https://www.amazon.com/Ratchet-Clank-Paul-Giamatti/dp/B01EN8ZMC0/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1481218127&sr=1-1&keywords=Ratchet+and+Clank
Only The Brave,89,72,81,93,75,18,84,-4,action,action,based on a true story,6.0,"6,002,665",18.0,"18,020,827",4.4,"4,400,648","22,421,475",22,19.63%,38,59%,15.80%,2017,,,https://www.amazon.co.uk/Only-Brave-Josh-Brolin/dp/B07791FW42/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546980741&sr=1-1&keywords=Only+The+Brave
Dream House,7,35,21,38,57,-19,47.5,-26.5,thriller,"mystery, thriller",original screenplay,8.1,"8,130,000",21.3,"21,300,000",17.2,"17,200,000","29,430,021",29,58.44%,50,59%,16.26%,2011,,,http://www.amazon.com/gp/product/B0070Z97LG/?tag=titb-20
Walk Hard: The Dewey Cox Story,75,63,69,57,69,-12,63,6,comedy,comedy,original screenplay,4.2,"4,174,383",18.3,"18,317,151",2.3,"2,258,092","20,575,243",21,10.97%,35,59%,11.93%,2007,,,http://www.amazon.co.uk/Walk-Hard-Dewey-Cox-Story/dp/B00FZSBD2Q/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1457386823&sr=1-1&keywords=Walk+Hard3A+The+Dewey+Cox+Story
Alpha,83,63,73,79,68,11,73.5,-1,Adventure,Adventure,original screenplay,10.4,"10,352,512",21.1,"21,083,037",8.8,"8,752,823","29,835,860",298,29.34%,51,59%,20.30%,2018,,,https://www.amazon.com/Alpha-Kodi-Smit-McPhee/dp/B07GJV8S5R/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546964141&sr=1-1&keywords=Alpha
Pride & Prejudice & Zombies,42,45,43.5,46,57,-11,51.5,-8.0,Comedy,Comedy,adaptation,5.3,"5,324,240",10.9,"10,907,291",5.5,"5,467,037","16,374,328",16,33.39%,28,58%,19.02%,2016,,,https://www.amazon.com/Pride-Prejudice-Zombies-Lily-James/dp/B01BECSFDQ/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1481218260&sr=1-1&keywords=pride+and+prejudice+and+zombies
Woodlawn,83,57,70,91,78,13,84.5,-14.5,drama,drama,based on a true story,4.0,"4,002,226",12.5,"12,515,813",2.0,"2,000,000","14,515,813",15,13.78%,25,58%,16.01%,2015,,,http://www.amazon.com/gp/product/B01AMUSHAC/?tag=titb-20
Repo Men,22,32,27,43,56,-13,49.5,-22.5,action,"action, crime, sci-fi",adaptation,6.1,"6,100,000",13.8,"13,790,000",4.6,"4,620,000","18,410,000",18,25.10%,32,58%,19.06%,2010,,,http://www.amazon.com/gp/product/B003XI6NQ6/?tag=titb-20
Bombshell,66,65,66,83,63,20,73,-8,Biography,"Biography, Drama",based on a true story,0.3,"319,157",18.1,"18,109,144",0.2,"228,919","18,338,063",18,1.25%,32,57%,1.00%,2019,,,-
Jane Eyre,85,76,80.5,77,71,6,74,6.5,romance,romance,adaptation,0.2,"180,000",11.2,"11,240,000",23.5,"23,470,000","11,420,011",11,205.52%,20,57%,0.90%,2011,,,http://www.amazon.com/gp/product/B0057F869U/?tag=titb-20
Hugo,93,83,88.0,84,75,9,79.5,8.5,adventure,"adventure, family, mystery",adaptation,11.4,"11,360,000",73.9,"73,864,000",111.9,"111,905,000","85,224,074",85,131.31%,150,57%,7.57%,2011,,,http://www.amazon.com/gp/product/B007EMSW48/?tag=titb-20
Where’d You Go Bernadette,49,51,50,74,65,9,70,-20,Comedy,Comedy,adaptation,3.5,"3,462,308",9.2,"9,198,356",0.9,"894,768","10,093,124",10,8.87%,18,56%,19.24%,2019,,,-
American Ultra,45,50,47.5,51,64,-13,57.5,-10,action,"action, comedy",original screenplay,5.5,"5,454,284",14.4,"14,440,985",1.0,"1,000,000","15,440,985",15,6.48%,28,55%,19.48%,2015,,,http://www.amazon.com/gp/product/B018BF2CSI/?tag=titb-20
Chappaquiddick,80,67,74,70,74,-4,72,2,thriller,"Thriller, Suspense",based on a true story,5.8,"5,765,854",17.4,"17,395,521",0.6,"591,150","17,986,671",180,3.29%,34,53%,16.96%,2018,,,https://www.amazon.com/Chappaquiddick-Jason-Clarke/dp/B07DFS89PM/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546970341&sr=1-2&keywords=Chappaquiddick
Shame,80,72,76,80,79,1,79.5,-3.5,drama,drama,original screenplay,0.3,"340,000",3.1,"3,090,000",13.8,"13,784,000","3,430,003",3,401.87%,7,53%,5.23%,2011,,,http://www.amazon.com/gp/product/B007UXT6O6/?tag=titb-20
Brittany Runs a Marathon,89,72,81,87,56,31,72,9,Drama,Drama,original screenplay,0.2,"180,711",7.1,"7,136,342",0.3,"250,420","7,386,762",7,3.39%,14,53%,1.29%,2019,,,https://www.amazon.co.uk/Brittany-Runs-Marathon-Jillian-Bell/dp/B081BBHVM3/ref=sr_1_2?crid=324ZABJ257CHX&keywords=brittany+runs+a+marathon&qid=1577973233&s=instant-video&sprefix=Brittany+Runs+a+Marathon2Cinstant-video2C208&sr=1-2
Thoroughbreds,87,75,81,68,70,-2,69,12,Drama,Drama,original screenplay,1.2,"1,224,430",2.8,"2,830,775",0.0,0,"2,830,775",28,0,5,52%,22.67%,2018,,,https://www.amazon.com/Thoroughbreds-Olivia-Cooke/dp/B07B8FHHKR/ref=sr_1_2?s=instant-video&ie=UTF8&qid=1546970766&sr=1-2&keywords=Thoroughbreds
"Roman J. Israel, Esq.",50,58,54,66,63,3,64.5,-11,action,"action, adventure",original screenplay,0.1,"61,999",11.5,"11,532,128",0.0,0,"11,532,128",12,0.00%,22,52%,0.28%,2017,,,https://www.amazon.co.uk/Roman-Israel-Esq-Denzel-Washington/dp/B0792J765W/ref=sr_1_1?s=instant-video&ie=UTF8&qid=1546980015&sr=1-1&keywords=Roman+J.+Israel2C+Esq.
